InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
568376,23338,EGG FRYING PAN RED ,10,2011-09-26,2.08,14031.0,United Kingdom
564144,20846,ZINC HEART LATTICE T-LIGHT HOLDER,12,2011-08-23,1.25,13939.0,United Kingdom
570875,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-10-12,4.95,12667.0,Finland
573486,23032,DRAWER KNOB CRACKLE GLAZE IVORY,6,2011-10-31,1.65,13186.0,United Kingdom
558992,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-07-05,4.95,14223.0,United Kingdom
577768,22593,CHRISTMAS GINGHAM STAR,3,2011-11-21,1.63,,United Kingdom
564837,21446,12 RED ROSE PEG PLACE SETTINGS,7,2011-08-30,2.46,,United Kingdom
541788,48184,DOORMAT ENGLISH ROSE ,10,2011-01-21,6.75,13999.0,United Kingdom
555816,82494L,WOODEN FRAME ANTIQUE WHITE ,16,2011-06-07,2.95,13089.0,United Kingdom
578088,20749,ASSORTED COLOUR MINI CASES,2,2011-11-22,7.95,16376.0,United Kingdom
562955,21874,GIN AND TONIC MUG,1,2011-08-11,3.29,,United Kingdom
C574524,22379,RECYCLING BAG RETROSPOT ,-1,2011-11-04,2.1,17841.0,United Kingdom
556531,21534,DAIRY MAID LARGE MILK JUG,3,2011-06-13,4.95,15491.0,United Kingdom
563017,20992,JAZZ HEARTS PURSE NOTEBOOK,24,2011-08-11,0.39,13198.0,United Kingdom
581420,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-12-08,0.85,16358.0,United Kingdom
540163,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-01-05,1.06,13089.0,United Kingdom
569223,22437,SET OF 9 BLACK SKULL BALLOONS,10,2011-10-02,0.85,16283.0,United Kingdom
572746,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-10-25,2.95,13263.0,United Kingdom
538071,85177,BASKET OF FLOWERS SEWING KIT,1,2010-12-09,1.66,,United Kingdom
548373,22191,IVORY DINER WALL CLOCK,1,2011-03-30,16.63,,United Kingdom
543013,22819,"BIRTHDAY CARD, RETRO SPOT",4,2011-02-02,0.83,,United Kingdom
570228,22110,BIRD HOUSE HOT WATER BOTTLE,2,2011-10-09,2.55,15821.0,United Kingdom
552888,16156S,WRAP PINK FAIRY CAKES ,200,2011-05-12,0.34,15061.0,United Kingdom
567204,71053,WHITE METAL LANTERN,8,2011-09-19,3.75,15365.0,United Kingdom
554968,22429,ENAMEL MEASURING JUG CREAM,1,2011-05-27,4.25,17961.0,United Kingdom
556732,20984,12 PENCILS TALL TUBE POSY,24,2011-06-14,0.29,15039.0,United Kingdom
576650,22037,ROBOT BIRTHDAY CARD,12,2011-11-16,0.42,14286.0,United Kingdom
544450,22525,CHILDRENS GARDEN GLOVES PINK,20,2011-02-20,1.25,17811.0,United Kingdom
563933,23265,SET OF 3 WOODEN TREE DECORATIONS,1,2011-08-21,1.25,16536.0,United Kingdom
577077,23503,PLAYING CARDS KEEP CALM & CARRY ON,5,2011-11-17,1.25,17799.0,United Kingdom
572553,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,3,2011-10-24,3.29,,United Kingdom
550499,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-04-18,2.46,,United Kingdom
541423,20961,STRAWBERRY BATH SPONGE ,1,2011-01-17,2.46,,United Kingdom
577033,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3,2011-11-17,1.25,17797.0,United Kingdom
565734,35095B,RED VICTORIAN FABRIC OVAL BOX,3,2011-09-06,0.42,17191.0,United Kingdom
575138,22069,BROWN  PIRATE TREASURE CHEST ,4,2011-11-08,4.13,,United Kingdom
580610,21916,SET 12 RETRO WHITE CHALK STICKS,2,2011-12-05,0.79,,United Kingdom
C556638,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-2,2011-06-13,39.95,14231.0,United Kingdom
537351,22121,NOEL WOODEN BLOCK LETTERS ,1,2010-12-06,5.95,16898.0,United Kingdom
538349,21703,BAG 125g SWIRLY MARBLES,1,2010-12-10,0.85,,United Kingdom
561092,20832,RED FLOCK LOVE HEART PHOTO FRAME,24,2011-07-25,0.39,17054.0,United Kingdom
548329,82599,FANNY'S REST STOPMETAL SIGN,12,2011-03-30,2.1,16584.0,United Kingdom
579414,22600,CHRISTMAS RETROSPOT STAR WOOD,12,2011-11-29,0.85,14719.0,United Kingdom
581146,21990,MODERN FLORAL STATIONERY SET,3,2011-12-07,1.25,17602.0,United Kingdom
547948,71038,,167,2011-03-28,0.0,,United Kingdom
581219,23494,VINTAGE DOILY DELUXE SEWING KIT ,2,2011-12-08,12.46,,United Kingdom
579408,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,2011-11-29,2.89,14701.0,United Kingdom
546778,22970,LONDON BUS COFFEE MUG,6,2011-03-16,2.55,14572.0,United Kingdom
578813,23040,PAPER LANTERN 9 POINT SNOW STAR ,6,2011-11-25,5.75,14946.0,United Kingdom
576014,23084,RABBIT NIGHT LIGHT,5,2011-11-13,2.08,17218.0,United Kingdom
538811,20728,LUNCH BAG CARS BLUE,20,2010-12-14,1.65,13178.0,United Kingdom
559783,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-07-12,2.95,13069.0,United Kingdom
544339,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-02-18,3.75,15228.0,United Kingdom
549790,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-04-12,0.42,16172.0,United Kingdom
544209,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,2011-02-17,3.25,16235.0,United Kingdom
557328,23291,DOLLY GIRL CHILDRENS CUP,1,2011-06-20,1.25,14646.0,Netherlands
571671,22507,MEMO BOARD RETROSPOT  DESIGN,3,2011-10-18,4.95,16940.0,United Kingdom
537447,84665,SQUARE CHERRY BLOSSOM CABINET,4,2010-12-07,5.95,13963.0,United Kingdom
572336,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-10-24,2.89,13523.0,United Kingdom
540480,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-01-07,0.85,12480.0,Germany
545530,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-03-03,3.75,17416.0,United Kingdom
C570221,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-4,2011-10-09,2.95,13113.0,United Kingdom
563730,23138,SINGLE WIRE HOOK IVORY HEART,12,2011-08-18,1.45,14221.0,United Kingdom
572653,21880,RED RETROSPOT TAPE,4,2011-10-25,0.65,15861.0,United Kingdom
578344,23499,SET 12 VINTAGE DOILY CHALK ,1,2011-11-24,0.83,,United Kingdom
581492,90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,2,2011-12-09,4.15,,United Kingdom
568947,21803,CHRISTMAS TREE STAR DECORATION,36,2011-09-29,0.42,14696.0,United Kingdom
554151,21246,RED RETROSPOT BIG BOWL,1,2011-05-23,4.95,14049.0,United Kingdom
536544,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2010-12-01,2.51,,United Kingdom
555275,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-06-01,2.92,,United Kingdom
538365,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-12,0.95,17243.0,United Kingdom
542372,22024,RAINY LADIES BIRTHDAY CARD,12,2011-01-27,0.42,13078.0,United Kingdom
576626,23126,FELTCRAFT GIRL AMELIE KIT,2,2011-11-15,4.95,12890.0,United Kingdom
560233,84568,GIRLS ALPHABET IRON ON PATCHES ,288,2011-07-17,0.21,16813.0,United Kingdom
572935,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-10-27,3.75,14189.0,United Kingdom
564660,22383,LUNCH BAG SUKI DESIGN ,10,2011-08-26,1.65,15074.0,United Kingdom
571270,48129,DOORMAT TOPIARY,1,2011-10-16,8.25,12940.0,United Kingdom
577252,23473,WOODLAND SMALL RED FELT HEART,2,2011-11-18,0.83,18034.0,United Kingdom
572890,20713,Marked as 23343,400,2011-10-26,0.0,,United Kingdom
557570,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,2011-06-21,0.85,15998.0,United Kingdom
575884,22575,METAL MERRY CHRISTMAS WREATH,8,2011-11-11,1.95,12685.0,France
560305,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2,2011-07-18,1.65,16511.0,United Kingdom
575930,90019B,GOLD M.O.P ORBIT BRACELET,1,2011-11-11,5.4,,United Kingdom
567094,22112,CHOCOLATE HOT WATER BOTTLE,4,2011-09-16,4.95,16924.0,United Kingdom
536748,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,2010-12-02,0.85,15107.0,United Kingdom
542607,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,3,2011-01-30,2.95,13148.0,United Kingdom
550630,37340,MULTICOLOUR SPRING FLOWER MUG,48,2011-04-19,0.39,14298.0,United Kingdom
574258,21311,SET/4 BIRD MIRROR MAGNETS ,1,2011-11-03,0.29,16891.0,United Kingdom
547967,20766,GARDEN PATH SKETCHBOOK,1,2011-03-28,7.46,,United Kingdom
542215,22423,REGENCY CAKESTAND 3 TIER,6,2011-01-26,12.75,12472.0,Germany
551385,22916,HERB MARKER THYME,6,2011-04-28,0.65,16814.0,United Kingdom
548701,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-04-03,1.25,17629.0,United Kingdom
565386,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1,2011-09-02,0.39,17997.0,United Kingdom
537237,85132B,CHARLIE AND LOLA TABLE TINS,1,2010-12-06,8.47,,United Kingdom
581027,23202,JUMBO BAG VINTAGE LEAF,10,2011-12-07,2.08,17091.0,United Kingdom
567957,23012,GLASS APOTHECARY BOTTLE PERFUME,4,2011-09-23,3.95,16136.0,United Kingdom
556531,21166,COOK WITH WINE METAL SIGN ,12,2011-06-13,2.08,15491.0,United Kingdom
573808,21754,HOME BUILDING BLOCK WORD,3,2011-11-01,6.25,14419.0,United Kingdom
580610,23284,DOORMAT KEEP CALM AND COME IN,3,2011-12-05,15.79,,United Kingdom
580695,22509,SEWING BOX RETROSPOT DESIGN ,1,2011-12-05,3.95,13230.0,United Kingdom
574660,23504,PLAYING CARDS JUBILEE UNION JACK,1,2011-11-06,1.25,15407.0,United Kingdom
543997,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-02-15,0.42,17348.0,United Kingdom
563893,21244,BLUE POLKADOT PLATE ,2,2011-08-19,1.69,16330.0,United Kingdom
553461,23176,ABC TREASURE BOOK BOX ,8,2011-05-17,2.25,16316.0,United Kingdom
559165,37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,3,2011-07-06,0.39,12977.0,United Kingdom
553410,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-05-17,2.95,14320.0,United Kingdom
581492,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1,2011-12-09,6.63,,United Kingdom
557641,21930,JUMBO STORAGE BAG SKULLS,1,2011-06-21,4.96,,United Kingdom
575336,15036,ASSORTED COLOURS SILK FAN,12,2011-11-09,0.83,14968.0,United Kingdom
571705,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-10-18,2.49,12360.0,Austria
540502,82600,NO SINGING METAL SIGN,48,2011-01-09,1.69,13183.0,United Kingdom
564087,20749,ASSORTED COLOUR MINI CASES,6,2011-08-23,7.95,,Hong Kong
578344,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2011-11-24,1.24,,United Kingdom
556905,21794,CLASSIC FRENCH STYLE BASKET NATURAL,1,2011-06-15,3.95,16904.0,United Kingdom
571442,23199,JUMBO BAG APPLES,10,2011-10-17,2.08,17049.0,United Kingdom
545996,22960,JAM MAKING SET WITH JARS,3,2011-03-08,4.25,14367.0,United Kingdom
566010,23232,WRAP VINTAGE LEAF DESIGN,25,2011-09-08,0.42,13700.0,United Kingdom
577782,23365,SET 12 COLOUR PENCILS LOVE LONDON,2,2011-11-21,0.65,16549.0,United Kingdom
578707,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-11-25,0.95,17870.0,United Kingdom
C560910,21539,RED RETROSPOT BUTTER DISH,-1,2011-07-21,4.95,14733.0,United Kingdom
562551,90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,1,2011-08-05,8.5,17231.0,United Kingdom
573924,22632,HAND WARMER RED RETROSPOT,12,2011-11-02,2.1,15065.0,United Kingdom
538523,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2010-12-13,0.29,13198.0,United Kingdom
568064,23427,STOOL HOME SWEET HOME ,1,2011-09-23,12.5,14880.0,United Kingdom
562161,21155,RED RETROSPOT PEG BAG,1,2011-08-03,2.55,17841.0,United Kingdom
540993,62086A,PINK RETRO BIG FLOWER BAG,6,2011-01-13,1.95,13284.0,United Kingdom
574714,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2011-11-06,1.25,15427.0,United Kingdom
581217,21454,PAINTED PINK RABBIT ,1,2011-12-08,1.63,,United Kingdom
570418,23111,PARISIENNE SEWING BOX,1,2011-10-10,12.5,15211.0,United Kingdom
544670,21385,IVORY HANGING DECORATION  HEART,2,2011-02-22,0.85,16161.0,United Kingdom
578952,23130,MISTLETOE HEART WREATH GREEN,3,2011-11-27,4.15,18112.0,United Kingdom
559923,22182,CAKE STAND VICTORIAN FILIGREE SMALL,2,2011-07-13,4.13,,United Kingdom
576837,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,4,2011-11-16,2.46,,United Kingdom
561691,21916,SET 12 RETRO WHITE CHALK STICKS,1,2011-07-29,0.42,,United Kingdom
551548,22604,SET OF 4 NAPKIN CHARMS CUTLERY,6,2011-05-03,2.55,14149.0,United Kingdom
555507,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-06-03,0.85,16186.0,United Kingdom
571290,22620,4 TRADITIONAL SPINNING TOPS,12,2011-10-16,1.45,17183.0,United Kingdom
544110,21181,PLEASE ONE PERSON METAL SIGN,4,2011-02-16,2.1,15059.0,United Kingdom
563578,20978,36 PENCILS TUBE SKULLS,16,2011-08-17,1.25,12949.0,United Kingdom
544933,POST,POSTAGE,6,2011-02-25,18.0,12633.0,Germany
568222,23207,LUNCH BAG ALPHABET DESIGN,10,2011-09-26,1.65,16603.0,United Kingdom
580713,22469,HEART OF WICKER SMALL,4,2011-12-05,1.65,18030.0,United Kingdom
577768,21680,WOODLAND  STICKERS,2,2011-11-21,1.63,,United Kingdom
561209,22815,CARD PSYCHEDELIC APPLES,1,2011-07-25,0.42,,United Kingdom
547513,21094,SET/6 RED SPOTTY PAPER PLATES,48,2011-03-23,0.85,17519.0,United Kingdom
568703,23209,LUNCH BAG VINTAGE DOILY ,4,2011-09-28,1.65,12748.0,United Kingdom
557790,21165,BEWARE OF THE CAT METAL SIGN ,10,2011-06-22,1.69,14099.0,United Kingdom
548388,21382,SET/4 SPRING FLOWER DECORATION,4,2011-03-30,2.95,13268.0,United Kingdom
575323,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-11-09,4.95,15392.0,United Kingdom
536800,22024,RAINY LADIES BIRTHDAY CARD,12,2010-12-02,0.42,14829.0,United Kingdom
570246,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2,2011-10-09,0.42,16921.0,United Kingdom
569137,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2011-09-30,8.29,,United Kingdom
576660,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-11-16,4.25,15110.0,United Kingdom
552353,85132A,CHARLIE + LOLA BISCUITS TINS,12,2011-05-09,1.95,17612.0,United Kingdom
566276,22982,PANTRY PASTRY BRUSH,12,2011-09-11,1.25,13450.0,United Kingdom
571508,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,2011-10-17,5.79,,United Kingdom
573339,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1,2011-10-30,2.89,13278.0,United Kingdom
541593,23230,WRAP ALPHABET DESIGN,25,2011-01-19,0.42,17611.0,United Kingdom
536771,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-02,1.45,17581.0,United Kingdom
581578,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-12-09,0.85,12713.0,Germany
578065,23351,ROLL WRAP 50'S CHRISTMAS,1,2011-11-22,2.46,,United Kingdom
556243,85032C,CURIOUS IMAGES GIFT WRAP SET,1,2011-06-09,1.63,,United Kingdom
578233,23209,LUNCH BAG VINTAGE DOILY ,10,2011-11-23,1.65,14049.0,United Kingdom
540352,22161,HEART DECORATION RUSTIC HANGING ,2,2011-01-06,0.81,,United Kingdom
570177,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-10-07,1.25,17509.0,United Kingdom
552273,22741,FUNKY DIVA PEN,48,2011-05-08,0.85,13021.0,United Kingdom
558774,22699,ROSES REGENCY TEACUP AND SAUCER ,1,2011-07-04,5.79,,United Kingdom
568952,22187,GREEN CHRISTMAS TREE CARD HOLDER,12,2011-09-29,1.95,14305.0,United Kingdom
573106,22736,RIBBON REEL MAKING SNOWMEN ,10,2011-10-27,1.65,12626.0,Germany
575387,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-11-09,1.25,13992.0,United Kingdom
575117,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,2011-11-08,0.42,12748.0,United Kingdom
574864,23536,WALL ART VILLAGE SHOW ,2,2011-11-07,5.95,14387.0,United Kingdom
572021,22928,YELLOW GIANT GARDEN THERMOMETER,2,2011-10-20,5.95,15664.0,United Kingdom
577794,23275,SET OF 3 HANGING OWLS OLLIE BEAK,4,2011-11-21,1.25,14030.0,United Kingdom
543821,22283,6 EGG HOUSE PAINTED WOOD,2,2011-02-14,7.95,17667.0,United Kingdom
575602,21327,SKULLS WRITING SET ,2,2011-11-10,1.65,17059.0,United Kingdom
539453,22144,CHRISTMAS CRAFT LITTLE FRIENDS,4,2010-12-17,4.21,,United Kingdom
541609,22777,GLASS CLOCHE LARGE,2,2011-01-20,8.5,15938.0,United Kingdom
559305,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2011-07-07,4.95,17892.0,United Kingdom
574298,22076,6 RIBBONS EMPIRE  ,2,2011-11-03,1.25,,United Kingdom
542397,22555,PLASTERS IN TIN STRONGMAN,48,2011-01-27,1.65,13328.0,United Kingdom
537196,85129D,BEADED CRYSTAL HEART PINK SMALL,1,2010-12-05,1.25,15426.0,United Kingdom
555947,37342,POLKADOT COFFEE CUP & SAUCER PINK,24,2011-06-08,0.79,14911.0,EIRE
574740,22984,CARD GINGHAM ROSE ,24,2011-11-06,0.42,12357.0,Switzerland
555275,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-06-01,5.79,,United Kingdom
564817,22076,6 RIBBONS EMPIRE  ,2,2011-08-30,1.25,,United Kingdom
540028,21258,VICTORIAN SEWING BOX LARGE,2,2011-01-04,12.75,14180.0,United Kingdom
576061,21417,COCKLE SHELL DISH,2,2011-11-13,2.1,13146.0,United Kingdom
558262,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-06-28,0.72,14646.0,Netherlands
553711,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-05-18,1.25,13552.0,United Kingdom
546107,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,2011-03-09,1.95,17238.0,United Kingdom
568185,23559,WOODLAND BUNNIES LOLLY MAKERS,1,2011-09-25,2.08,16594.0,United Kingdom
580527,22231,JIGSAW TREE WITH BIRDHOUSE,2,2011-12-04,0.59,13736.0,United Kingdom
562727,22727,ALARM CLOCK BAKELIKE RED ,4,2011-08-09,3.75,15601.0,United Kingdom
552055,22920,HERB MARKER BASIL,12,2011-05-06,0.65,16353.0,United Kingdom
566072,22802,FAUX FUR CHOCOLATE THROW,1,2011-09-08,19.95,,United Kingdom
558774,22960,JAM MAKING SET WITH JARS,1,2011-07-04,8.29,,United Kingdom
541696,21314,SMALL GLASS HEART TRINKET POT,1,2011-01-20,4.13,,United Kingdom
552654,22081,RIBBON REEL FLORA + FAUNA ,1,2011-05-10,1.65,15756.0,United Kingdom
550941,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-04-21,7.95,17109.0,United Kingdom
575477,21934,SKULL SHOULDER BAG,3,2011-11-09,1.63,,United Kingdom
556082,21867,PINK UNION JACK  LUGGAGE TAG,1,2011-06-08,2.46,,United Kingdom
551346,22629,SPACEBOY LUNCH BOX ,12,2011-04-28,1.95,12362.0,Belgium
539082,22802,FAUX FUR CHOCOLATE THROW,1,2010-12-16,19.95,13317.0,United Kingdom
537047,22603,CHRISTMAS RETROSPOT TREE WOOD,5,2010-12-05,0.85,13069.0,United Kingdom
558062,22090,PAPER BUNTING RETROSPOT,40,2011-06-24,2.55,13784.0,United Kingdom
538255,22072,RED RETROSPOT TEA CUP AND SAUCER ,4,2010-12-10,3.75,14911.0,EIRE
574826,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-11-07,0.42,15870.0,United Kingdom
575973,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-11-13,1.65,,EIRE
545333,22723,SET OF 6 HERB TINS SKETCHBOOK,1,2011-03-01,8.29,,United Kingdom
571185,23397,FOOT STOOL HOME SWEET HOME ,2,2011-10-14,9.95,13047.0,United Kingdom
554694,22698,PINK REGENCY TEACUP AND SAUCER,5,2011-05-25,5.79,,United Kingdom
547514,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-03-23,2.95,17486.0,United Kingdom
538525,21164,HOME SWEET HOME METAL SIGN ,12,2010-12-13,2.95,12540.0,Spain
562540,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,2,2011-08-05,3.75,17400.0,United Kingdom
540827,37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,2,2011-01-11,1.95,17569.0,United Kingdom
552229,22178,VICTORIAN GLASS HANGING T-LIGHT,10,2011-05-06,2.46,,United Kingdom
538374,20724,RED RETROSPOT CHARLOTTE BAG,1,2010-12-12,0.85,14159.0,United Kingdom
546383,21063,PARTY INVITES JAZZ HEARTS,12,2011-03-11,0.85,13654.0,United Kingdom
558777,20615,BLUE POLKADOT PASSPORT COVER,2,2011-07-04,1.63,,United Kingdom
538809,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,4,2010-12-14,4.95,15514.0,United Kingdom
573485,23332,IVORY WICKER HEART LARGE,6,2011-10-31,1.65,15752.0,United Kingdom
559052,22712,CARD DOLLY GIRL ,2,2011-07-05,0.83,,United Kingdom
574561,21251,DINOSAUR HEIGHT CHART STICKER SET,1,2011-11-04,5.79,,United Kingdom
549014,21671,RED SPOT CERAMIC DRAWER KNOB,6,2011-04-05,1.25,17841.0,United Kingdom
537441,22544,MINI JIGSAW SPACEBOY,7,2010-12-06,0.42,13564.0,United Kingdom
562264,22588,CARD HOLDER GINGHAM HEART,1,2011-08-03,5.79,,United Kingdom
573345,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-10-30,2.08,17609.0,United Kingdom
541658,22383,LUNCH BAG SUKI  DESIGN ,4,2011-01-20,1.65,15529.0,United Kingdom
545690,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-03-06,2.95,13263.0,United Kingdom
564353,21519,GIN & TONIC DIET GREETING CARD ,12,2011-08-24,0.42,15764.0,United Kingdom
561651,22549,PICTURE DOMINOES,1,2011-07-28,3.29,,United Kingdom
538521,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2010-12-13,3.75,14180.0,United Kingdom
580677,22469,HEART OF WICKER SMALL,3,2011-12-05,1.65,16200.0,United Kingdom
571883,22944,CHRISTMAS METAL POSTCARD WITH BELLS,18,2011-10-19,0.39,14704.0,United Kingdom
562717,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2011-08-08,1.69,,United Kingdom
573184,82551,LAUNDRY 15C METAL SIGN,12,2011-10-28,1.45,14110.0,United Kingdom
562955,23235,STORAGE TIN VINTAGE LEAF,1,2011-08-11,5.79,,United Kingdom
540821,84968D,SET OF 16 VINTAGE RED CUTLERY,5,2011-01-11,8.47,,United Kingdom
564642,21544,SKULLS  WATER TRANSFER TATTOOS ,24,2011-08-26,0.85,13527.0,United Kingdom
575964,20996,JAZZ HEARTS ADDRESS BOOK,3,2011-11-13,0.19,15021.0,United Kingdom
540093,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-01-04,3.95,16725.0,United Kingdom
551340,47559B,TEA TIME OVEN GLOVE,2,2011-04-27,2.46,,United Kingdom
536790,20679,EDWARDIAN PARASOL RED,6,2010-12-02,4.95,17850.0,United Kingdom
537608,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,8,2010-12-07,0.85,15024.0,United Kingdom
554993,22355,CHARLOTTE BAG SUKI DESIGN,5,2011-05-29,0.85,17051.0,United Kingdom
551057,21755,LOVE BUILDING BLOCK WORD,1,2011-04-26,5.95,16942.0,United Kingdom
551395,20846,ZINC HEART LATTICE T-LIGHT HOLDER,12,2011-04-28,1.25,14271.0,United Kingdom
576052,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-11-13,1.25,15787.0,United Kingdom
570872,21812,GARLAND WITH HEARTS AND BELLS,3,2011-10-12,3.29,,United Kingdom
559816,22504,CABIN BAG VINTAGE RETROSPOT,3,2011-07-12,16.63,,United Kingdom
554498,21915,RED  HARMONICA IN BOX ,12,2011-05-24,1.25,15314.0,United Kingdom
575384,23439,HAND WARMER RED LOVE HEART,12,2011-11-09,2.1,17690.0,United Kingdom
553912,22960,JAM MAKING SET WITH JARS,6,2011-05-19,4.25,15122.0,United Kingdom
569129,23288,GREEN VINTAGE SPOT BEAKER,4,2011-09-30,0.85,15034.0,United Kingdom
538011,21592,RETROSPOT CIGAR BOX MATCHES ,4,2010-12-09,1.25,14896.0,United Kingdom
563093,21906,PHARMACIE FIRST AID TIN,1,2011-08-11,13.29,,United Kingdom
571054,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,1,2011-10-13,0.85,14234.0,United Kingdom
556365,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-06-10,0.85,16370.0,United Kingdom
577507,21591,COSY HOUR CIGAR BOX MATCHES ,2,2011-11-20,1.25,14710.0,United Kingdom
555835,22727,ALARM CLOCK BAKELIKE RED ,1,2011-06-07,3.75,14525.0,United Kingdom
574867,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-11-07,3.95,16817.0,United Kingdom
540350,22417,PACK OF 60 SPACEBOY CAKE CASES,1,2011-01-06,0.55,18283.0,United Kingdom
539761,22611,VINTAGE UNION JACK SHOPPING BAG,6,2010-12-22,4.95,17593.0,United Kingdom
560438,M,Manual,1,2011-07-18,294.92,,United Kingdom
542399,22956,36 FOIL HEART CAKE CASES,10,2011-01-27,2.1,15549.0,United Kingdom
C551522,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,2011-05-01,1.65,14800.0,United Kingdom
560773,21314,SMALL GLASS HEART TRINKET POT,2,2011-07-20,4.13,,United Kingdom
537370,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2010-12-06,1.49,13155.0,United Kingdom
570672,22499,WOODEN UNION JACK BUNTING,3,2011-10-11,5.95,12536.0,France
553060,23107,WHITE HEARTS WIRE PLANT POT HOLDER,8,2011-05-13,2.89,15826.0,United Kingdom
557793,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-06-22,0.55,14998.0,United Kingdom
559898,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2011-07-13,2.55,16225.0,United Kingdom
543815,22283,6 EGG HOUSE PAINTED WOOD,1,2011-02-13,7.95,17255.0,United Kingdom
547556,47566,PARTY BUNTING,4,2011-03-23,4.95,17250.0,United Kingdom
579301,22633,HAND WARMER UNION JACK,1,2011-11-29,2.1,18118.0,United Kingdom
